gene,rna_lfc,rna_p,prot_lfc,prot_p,gwas_p,concordant,gwas_p_floored,transcriptomic,proteomic,genomic,score
LINGO2,-0.106,0.864,-0.019596292,0.160409393,2e-06,True,2e-06,0.106,0.019596292,5.698970004336019,1.9415220987786728
GRK5,-0.63,0.0763,-0.034615779,0.005571617,7e-06,True,7e-06,0.63,0.034615779,5.154901959985743,1.939839246328581
ADCY9,0.758,0.243,0.012838659,0.37448095,9e-06,True,9e-06,0.758,0.012838659,5.045757490560675,1.9388653831868914
PPM1L,-0.65,0.268,-0.005426318,1.0,7e-06,True,7e-06,0.65,0.005426318,5.154901959985743,1.9367760926619142
PEX6,0.635,0.503,-0.012462329,1.0,7e-06,False,7e-06,0.635,0.012462329,5.154901959985743,1.9341214296619142
EFHD1,-0.676,0.197,0.073225369,0.000332358,9e-06,False,9e-06,0.676,0.073225369,5.045757490560675,1.9316609531868916
KLHL3,-0.563,0.514,-0.068821553,0.000759999,7e-06,True,7e-06,0.563,0.068821553,5.154901959985743,1.9289078376619142
ATP11B,-0.606,0.0499,-0.006923463,0.719808895,7e-06,True,7e-06,0.606,0.006923463,5.154901959985743,1.922608474328581
FKBP8,-0.719,0.333,-0.033630762,0.441733379,1e-05,True,1e-05,0.719,0.033630762,5.0,1.917543587333333
STK11,-0.652,0.181,0.002862607,0.732296212,8e-06,False,8e-06,0.652,0.002862607,5.096910013008056,1.9172575400026854
SPTBN1,0.672,0.0199,-0.022525839,0.001099072,9e-06,False,9e-06,0.672,0.022525839,5.045757490560675,1.9134277765202248
TMEM132D,-0.673,0.288,-0.019862787,0.5762871,9e-06,True,9e-06,0.673,0.019862787,5.045757490560675,1.9128734258535582
FHIT,0.676,0.298,0.015980456,0.43451644,9e-06,True,9e-06,0.676,0.015980456,5.045757490560675,1.9125793155202249
PIP5K1C,-0.476,0.166,-0.07175807,7.61e-14,7e-06,True,7e-06,0.476,0.07175807,5.154901959985743,1.9008866766619144
LGI2,-0.318,0.569,-0.078103582,0.00361892,5e-06,True,5e-06,0.318,0.078103582,5.301029995663981,1.8990445258879936
CDH18,0.368,0.524,-0.02735671,0.040596908,5e-06,False,5e-06,0.368,0.02735671,5.301029995663981,1.8987955685546603
PRICKLE2,0.377,0.512,0.010679505,0.776999191,5e-06,True,5e-06,0.377,0.010679505,5.301029995663981,1.896236500221327
SLCO1C1,-0.563,0.669,-0.022863904,1.0,8e-06,True,8e-06,0.563,0.022863904,5.096910013008056,1.8942579723360187
MID1,-0.498,0.368,-0.017527255,0.527853467,7e-06,True,7e-06,0.498,0.017527255,5.154901959985743,1.8901430716619143
AKAP6,0.549,0.0921,-0.019810592,0.278192027,8e-06,False,8e-06,0.549,0.019810592,5.096910013008056,1.8885735350026853
HSD17B4,0.239,0.602,0.020184035,0.188934352,4e-06,True,4e-06,0.239,0.020184035,5.3979400086720375,1.8857080145573457
SEC24B,0.233,0.603,-0.006397399,0.990888536,4e-06,False,4e-06,0.233,0.006397399,5.3979400086720375,1.8791124692240124
MYO1E,-0.367,0.663,0.042336152,0.171191364,6e-06,False,6e-06,0.367,0.042336152,5.221848749616356,1.8770616338721187
NANP,0.377,0.654,0.030962147,0.372470475,6e-06,True,6e-06,0.377,0.030962147,5.221848749616356,1.876603632205452
TENM4,0.0471,0.928,-0.041370187,2.12e-05,3e-06,False,3e-06,0.0471,0.041370187,5.522878745280337,1.8704496440934457
DIP2C,0.496,0.0816,-0.015882968,0.248477848,8e-06,False,8e-06,0.496,0.015882968,5.096910013008056,1.8695976603360187
KCNQ3,0.377,0.575,-0.00368714,0.844377242,6e-06,False,6e-06,0.377,0.00368714,5.221848749616356,1.867511963205452
CMTM5,-0.0597,0.942,-0.003254454,1.0,3e-06,True,3e-06,0.0597,0.003254454,5.522878745280337,1.8619443997601124
RAB31,0.564,0.257,0.021333426,0.102028995,1e-05,True,1e-05,0.564,0.021333426,5.0,1.8617778086666665
PLOD3,-0.306,0.534,-0.018925969,1.0,6e-06,True,6e-06,0.306,0.018925969,5.221848749616356,1.848924906205452
DGKB,0.41,0.534,-0.035327133,0.090349467,9e-06,False,9e-06,0.41,0.035327133,5.045757490560675,1.8303615411868914
TTYH3,0.315,0.662,-0.022724621,0.222322482,8e-06,False,8e-06,0.315,0.022724621,5.096910013008056,1.8115448780026855
GPC5,0.173,0.88,0.153142677,2.36e-15,8e-06,True,8e-06,0.173,0.153142677,5.096910013008056,1.8076842300026854
MAP3K4,0.308,0.403,-0.000623102,1.0,8e-06,False,8e-06,0.308,0.000623102,5.096910013008056,1.8018443716693522
ZFYVE28,-0.306,0.626,0.001038033,1.0,8e-06,False,8e-06,0.306,0.001038033,5.096910013008056,1.8013160153360188
UNC5D,-0.274,0.708,0.023692894,0.298457602,8e-06,False,8e-06,0.274,0.023692894,5.096910013008056,1.7982009690026854
TMEM184B,-0.069,0.86,0.016126976,0.66473602,5e-06,False,5e-06,0.069,0.016126976,5.301029995663981,1.795385657221327
ZBTB16,-0.258,0.613,0.023994888,0.755137728,8e-06,False,8e-06,0.258,0.023994888,5.096910013008056,1.7929683003360188
COBL,-0.222,0.768,0.041547962,0.004810976,8e-06,False,8e-06,0.222,0.041547962,5.096910013008056,1.7868193250026854
IL1RAP,-0.25,0.856,-0.046488865,0.040191353,9e-06,True,9e-06,0.25,0.046488865,5.045757490560675,1.7807487851868915
XKR4,-0.0487,0.934,-0.01309354,1.0,6e-06,True,6e-06,0.0487,0.01309354,5.221848749616356,1.7612140965387855
RNF214,0.117,0.901,-0.010863117,0.147598865,7e-06,False,7e-06,0.117,0.010863117,5.154901959985743,1.7609216923285809
BSG,0.168,0.777,-0.043464595,0.001118627,9e-06,False,9e-06,0.168,0.043464595,5.045757490560675,1.7524073618535583
KIF13B,-0.0484,0.936,0.092138795,1.32e-14,8e-06,False,8e-06,0.0484,0.092138795,5.096910013008056,1.7458162693360189
ATG2A,-0.134,0.833,-0.012879732,0.512892685,9e-06,True,9e-06,0.134,0.012879732,5.045757490560675,1.7308790741868916
